grupo,categoria,tipo_producto,titulo,pais,revista,ISSN,ano,vol,fasc,pags,autores
SISCO,Otros artículos publicados,Revista de divulgación,"Memorias II Simposio - Revisión sistemática de métodos de programación ágil en Medellín, Colombia",Colombia,Memorias II Simposio de Investigación Uniremington 2016 - Medellín,2500-9249,2016,1,,9 - 10,"LINA MARIA MONTOYA SUAREZ, JORGE MAURICIO SEPULVEDA CASTANO, LUISA MARIA JIMENEZ RAMOSNA"
SISCO,Otros artículos publicados,Revista de divulgación,Sistema tutorial de aprendizaje y nivelación para aspirantes a PMP,Colombia,Revista Perspectiva Empresarial,2389-8186,2016,3,1,7 - 14,VICTOR DANIEL GIL VERANA
SISCO,Otros artículos publicados,Revista de divulgación,La química en el mundo de hoy,Colombia,Memorias Encuentro Nacional de Investigación,2463-0004,2016,1,,121 - 123,EDISON HUMBERTO OSORIO LOPEZNA
SISCO,Otros artículos publicados,Revista de divulgación,Medicamentos como contaminates de las Aguas. Estudio Teórico Experimental,Colombia,Memorias del Encuentro Nacional de Investigación- Funlam 2016,2463-0004,2016,1,N/A,130 - 133,FRANKLIN FERRARO GOMEZNA
SISCO,Otros artículos publicados,Revista de divulgación,Efectos de la Ferrorresonancia en la Energización de Transformadores,Colombia,Revista Cintex,0122-350X,2015,20,1,139 - 163,GABRIEL JAIME CORREA HENAONA
SISCO,Otros artículos publicados,Revista de divulgación,Multi-objective Optimization Proposal with Fuzzy Coefficients in both Constraints and Objective Functions,Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2015,7,1,13 - 25,"GABRIEL JAIME CORREA HENAO, GLORIA ELENA PENANA"
SISCO,Otros artículos publicados,Revista de divulgación,Degradación del colorante índigo carmín: estudio teórico experimental,Colombia,Memorias del Encuentro Nacional de Investigación- Funlam 2015,2463-0004,2015,1,N/A,165 - 171,FRANKLIN FERRARO GOMEZNA
SISCO,Otros artículos publicados,Revista de divulgación,"Estrategia para generar, teóricamente, cúmulos atómicos que puedan almacenar hidrógeno",Colombia,Memorias Encuentro Nacional de Investigación,2463-0004,2015,1,,154 - 164,EDISON HUMBERTO OSORIO LOPEZNA
SISCO,Otros artículos publicados,Revista de divulgación,DESARROLLO DE UNA RED NEURONAL ARTIFICIAL PARA LA IDENTIFICACIÓN DE POSIBLES DEUDORES MOROSOS,Colombia,Quid 2 Investigación Y Tecnologías,1692-343X,2015,24,N/A,29 - 34,VICTOR DANIEL GIL VERANA
SISCO,Otros artículos publicados,Revista de divulgación,"Reflexiones en torno al Mecanismo de Comercialización en el Mercado Eléctrico Británico, después de la Reforma de 2001",Colombia,Quid 2 Investigación Y Tecnologías,1692-343X,2014,23,1,55 - 66,GABRIEL JAIME CORREA HENAONA
SISCO,Otros artículos publicados,Revista de divulgación,Aplicación de un caso de estudio para la enseñanza de ingeniería de requisitos basado en lúdica en pregrado,Colombia,Universidad Crítica / Universidad Francisco De Paula Santander,0120-9787,2014,1,,-,"LINA MARIA MONTOYA SUAREZ, JUAN CARLOS MONSALVE GOMEZ, JORGE GAVIRIA HINCAPIENA"
SISCO,Otros artículos publicados,Periódico de noticias,Estrategias didácticas en el aprendizaje para el levantamiento de requisitos,Colombia,Interlocuciones Desde La Funlam / Fundacion Universitaria Luis Amigo,0124-4051,2014,1,,393 - 400,"LINA MARIA MONTOYA SUAREZ, ELIZABETH PULGARIN MEJIA, JUAN CARLOS MONSALVE GOMEZNA"
SISCO,Otros artículos publicados,Revista de divulgación,Estudio computacional para la interacción molecular entre el clúster de oro más estable Au7 y la molécula de acetileno C2H2,Colombia,Memorias del Encuentro Nacional de Investigación- Funlam 2014,2463-0004,2014,1,N/A,352 - 358,FRANKLIN FERRARO GOMEZNA
SISCO,Otros artículos publicados,Revista de divulgación,Enlace químico en compuestos orgánicos cíclicos tipo propalenos,,Memorias Encuentro Nacional de Investigación,2463-0004,2014,1,,344 - 351,EDISON HUMBERTO OSORIO LOPEZNA
SISCO,Otros artículos publicados,Revista de divulgación,Diseño y Simulación de un Control para un Aerogenerador Síncrono de Imanes Permanentes,Colombia,Quid 2 Investigación Y Tecnologías,1692-343X,2014,22,n/a,11 - 22,GABRIEL JAIME CORREA HENAONA
SISCO,Otros artículos publicados,Revista de divulgación,Implementación de Entornos Personales de Aprendizaje -PLE- y con estudiantes universitarios,Colombia,Interlocuciones Desde La Funlam / Fundacion Universitaria Luis Amigo,0124-4051,2014,1,,291 - 302,"JUAN CARLOS MONSALVE GOMEZ, LINA MARIA MONTOYA SUAREZNA"
SISCO,Otros artículos publicados,Revista de divulgación,Indicador de Vulnerabilidad Geodésica para Análisis de Contingencias en Infraestructuras Eléctricas - Geodesic Vulnerability Index for Contingency Analysis in Electric Infrastructures,Colombia,Simposio Internacional Sobre La Calidad De La Energía Eléctrica - Sicel,2357-6618,2013,7,N/A,8 -,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYONA"
SISCO,Otros artículos publicados,Revista de divulgación,Development of Large Photovoltaic Solar Energy Projects in South America,Colombia,"Journal Of Engineering And Technology, Facultad De Ingenierías - Corporación Universitaria Lasallista.",2256-3903,2013,2,2,34 - 48,"VICTOR DANIEL GIL VERA, GABRIEL JAIME CORREA HENAONA"
SISCO,Otros artículos publicados,Revista de divulgación,Representación Topológica de los Sistemas Eléctricos de Potencia y Aplicación en el Análisis de Riesgos - Topologic Representation of Electric Power Systems and Application to Risk Analysis,Colombia,Simposio Internacional Sobre La Calidad De La Energía Eléctrica - Sicel,2357-6618,2013,7,N/A,7 -,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYONA"
SISCO,Otros artículos publicados,Periódico de noticias,Evaluación de la Vulnerabilidad Estructural en Redes de Transporte de Alta Tensión,Colombia,Revista Cidet,2145-2938,2013,9,N/A,19 - 27,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYONA"
SISCO,Otros artículos publicados,Revista de divulgación,Critical Infrastructure Protection Plans - Planes de Protección de Infraestructuras Críticas,Colombia,Simposio Internacional Sobre La Calidad De La Energía Eléctrica - Sicel,2357-6618,2013,7,N/A,8 -,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYONA"
SISCO,Otros artículos publicados,Revista de divulgación,Seguridad Energética y Protección de Infraestructuras Críticas,Colombia,Lámpsakos,2145-4086,2013,10,10,92 - 108,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYONA"
SISCO,Otros artículos publicados,Revista de divulgación,Búsqueda de nuevos materiales para celdas solares y dispositivos luminiscentes,Colombia,Memorias del Encuentro Nacional de Investigación- Funlam 2013,2463-0004,2013,1,N/A,97 - 102,FRANKLIN FERRARO GOMEZNA
SISCO,Otros artículos publicados,Revista de divulgación,Modelos de Trazabilidad de Requisitos para el Desarrollo de Software,Colombia,Quid 2 Investigación Y Tecnologías,1692-343X,2013,20,n/a,29 - 38,"GABRIEL JAIME CORREA HENAO, LINA MARIA MONTOYA SUAREZ, LINA MARIA MONTOYA SUAREZNA"
SISCO,Otros artículos publicados,Revista de divulgación,Estrategias didácticas para enseñar técnicas de elicitación de requisitos,Colombia,Interlocuciones Desde La Funlam / Fundacion Universitaria Luis Amigo,0124-4051,2013,1,,91 - 96,"LINA MARIA MONTOYA SUAREZ, ELIZABETH PULGARIN MEJIA, JUAN CARLOS MONSALVE GOMEZNA"
SISCO,Otros artículos publicados,Revista de divulgación,Enseñanza en la ingeniería de software: aproximación a un estado del arte,Colombia,Interlocuciones Desde La Funlam / Fundacion Universitaria Luis Amigo,0124-4051,2013,10,10,76 - 91,"LINA MARIA MONTOYA SUAREZ, ELIZABETH PULGARIN MEJIANA"
SISCO,Otros artículos publicados,Revista de divulgación,Modelos de trazabilidad de Requisitos para el desarrollo de software.,Colombia,Quid 2 Investigación Y Tecnologías,1692-343X,2013,1,,29 - 38,"LINA MARIA MONTOYA SUAREZ, GABRIEL JAIME CORREA HENAONA"
SISCO,Otros artículos publicados,Revista de divulgación,Aplicación del modelo ANFIS para predicción de series de tiempo,Colombia,Interlocuciones Desde La Funlam / Fundacion Universitaria Luis Amigo,0124-4051,2013,9,9,12 - 29,"LINA MARIA MONTOYA SUAREZ, GABRIEL JAIME CORREA HENAONA"
SISCO,Otros artículos publicados,Periódico de noticias,Una propuesta de incorporación de Objetos de Aprendizaje Conectivistas en redes sociales,Colombia,Quid 2 Investigación Y Tecnologías,1692-343X,2012,18,n/a,47 - 52,JUAN CARLOS MONSALVE GOMEZNA
